Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Avg MPG,Price_Category
Bmw,4 Series Gran Coupe,2016,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Midsize,Sedan,34,23,3916,41650,28.5,Mid-Range
Bmw,4 Series Gran Coupe,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,48300,26.5,Mid-Range
Bmw,4 Series Gran Coupe,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,31,21,3916,50300,26.0,Mid-Range
Bmw,4 Series Gran Coupe,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,All Wheel Drive,4.0,Luxury,Midsize,Sedan,33,23,3916,43950,28.0,Mid-Range
Bmw,4 Series Gran Coupe,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,34,23,3916,41950,28.5,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,3916,56900,24.5,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,32,21,3916,46250,26.5,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),240.0,4.0,Automatic,All Wheel Drive,2.0,Luxury,Midsize,Convertible,33,21,3916,50750,27.0,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),240.0,4.0,Automatic,All Wheel Drive,2.0,Luxury,Midsize,Coupe,33,22,3916,42750,27.5,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,2.0,Luxury,Midsize,Convertible,34,23,3916,48750,28.5,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,30,20,3916,48250,25.0,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,35,23,3916,40750,29.0,Mid-Range
Bmw,4 Series,2015,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,31,20,3916,54900,25.5,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,All Wheel Drive,2.0,Luxury,Midsize,Convertible,33,21,3916,52000,27.0,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,2.0,Luxury,Midsize,Convertible,34,23,3916,50000,28.5,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),240.0,4.0,Manual,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,34,22,3916,41850,28.0,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,30,20,3916,50150,25.0,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,35,23,3916,41850,29.0,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,3916,58950,24.5,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,All Wheel Drive,2.0,Luxury,Midsize,Coupe,34,22,3916,43850,28.0,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,31,20,3916,48150,25.5,Mid-Range
Bmw,4 Series,2016,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,31,20,3916,56950,25.5,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,Rear Wheel Drive,2.0,Luxury,Midsize,Convertible,34,23,3916,50300,28.5,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,All Wheel Drive,2.0,Luxury,Midsize,Convertible,32,22,3916,52300,27.0,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,31,21,3916,50500,26.0,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,33,23,3916,44150,28.0,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),248.0,4.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,34,23,3916,42150,28.5,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,All Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,30,20,3916,59300,25.0,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Convertible,29,21,3916,57300,25.0,Mid-Range
Bmw,4 Series,2017,Premium Unleaded (Recommended),320.0,6.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Midsize,Coupe,32,21,3916,48500,26.5,Mid-Range
Mercedes-Benz,400-Class,1992,Regular Unleaded,268.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,20,15,617,2168,17.5,Budget
Mercedes-Benz,400-Class,1992,Regular Unleaded,282.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,16,12,617,2497,14.0,Budget
Mercedes-Benz,400-Class,1993,Regular Unleaded,275.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,617,2278,19.0,Budget
Mercedes-Benz,400-Class,1993,Regular Unleaded,275.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,17,13,617,2650,15.0,Budget
Mercedes-Benz,420-Class,1990,Regular Unleaded,201.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,17,14,617,2000,15.5,Budget
Mercedes-Benz,420-Class,1991,Regular Unleaded,201.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,17,14,617,2186,15.5,Budget
Alfa Romeo,4C,2015,Premium Unleaded (Required),237.0,4.0,Automated_Manual,Rear Wheel Drive,2.0,"Luxury,High-Performance",Compact,Convertible,34,24,113,63900,29.0,Premium
Alfa Romeo,4C,2015,Premium Unleaded (Required),237.0,4.0,Automated_Manual,Rear Wheel Drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,68400,29.0,Premium
Alfa Romeo,4C,2015,Premium Unleaded (Required),237.0,4.0,Automated_Manual,Rear Wheel Drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,53900,29.0,Mid-Range
Alfa Romeo,4C,2016,Premium Unleaded (Required),237.0,4.0,Automated_Manual,Rear Wheel Drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,55900,29.0,Mid-Range
Alfa Romeo,4C,2016,Premium Unleaded (Required),237.0,4.0,Automated_Manual,Rear Wheel Drive,2.0,"Luxury,High-Performance",Compact,Convertible,34,24,113,65900,29.0,Premium
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,23,17,2031,41365,20.0,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,23,17,2031,35740,20.0,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,37615,19.5,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,34695,19.5,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,35725,19.5,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,43400,19.5,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,23,17,2031,32820,20.0,Mid-Range
Toyota,4Runner,2014,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,38645,19.5,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,37825,19.0,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,43620,19.0,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,36115,19.0,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,35950,19.5,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,33210,19.5,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,38855,19.0,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,41585,19.5,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,35085,19.0,Mid-Range
Toyota,4Runner,2015,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,41310,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,36690,19.5,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,44360,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,39595,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,41850,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,42325,19.5,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,35885,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,38565,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Four Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,21,17,2031,36915,19.0,Mid-Range
Toyota,4Runner,2016,Regular Unleaded,270.0,6.0,Automatic,Rear Wheel Drive,4.0,Unknown,Midsize,4Dr Suv,22,17,2031,34010,19.5,Mid-Range
Bmw,5 Series Gran Turismo,2015,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,4.0,"Hatchback,Luxury",Large,4Dr Hatchback,28,19,3916,60700,23.5,Premium
Bmw,5 Series Gran Turismo,2015,Premium Unleaded (Required),445.0,8.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury,Performance",Large,4Dr Hatchback,24,16,3916,71400,20.0,Premium
Bmw,5 Series Gran Turismo,2015,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury",Large,4Dr Hatchback,26,18,3916,63000,22.0,Premium
Bmw,5 Series Gran Turismo,2015,Premium Unleaded (Required),445.0,8.0,Automatic,Rear Wheel Drive,4.0,"Hatchback,Luxury,Performance",Large,4Dr Hatchback,25,16,3916,69100,20.5,Premium
Bmw,5 Series Gran Turismo,2016,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury",Large,4Dr Hatchback,26,18,3916,63200,22.0,Premium
Bmw,5 Series Gran Turismo,2016,Premium Unleaded (Required),445.0,8.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury,Performance",Large,4Dr Hatchback,24,16,3916,72500,20.0,Premium
Bmw,5 Series Gran Turismo,2016,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,4.0,"Hatchback,Luxury",Large,4Dr Hatchback,28,19,3916,60900,23.5,Premium
Bmw,5 Series Gran Turismo,2017,Premium Unleaded (Required),300.0,6.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury",Large,4Dr Hatchback,26,18,3916,63200,22.0,Premium
Bmw,5 Series Gran Turismo,2017,Premium Unleaded (Required),300.0,6.0,Automatic,Rear Wheel Drive,4.0,"Hatchback,Luxury,Performance",Large,4Dr Hatchback,27,19,3916,60900,23.0,Premium
Bmw,5 Series Gran Turismo,2017,Premium Unleaded (Required),445.0,8.0,Automatic,All Wheel Drive,4.0,"Hatchback,Luxury,Performance",Large,4Dr Hatchback,24,15,3916,72500,19.5,Premium
Bmw,5 Series,2015,Premium Unleaded (Required),443.0,8.0,Automatic,All Wheel Drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,67200,20.5,Premium
Bmw,5 Series,2015,Premium Unleaded (Required),302.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,57900,24.5,Mid-Range
Bmw,5 Series,2015,Diesel,255.0,6.0,Automatic,Rear Wheel Drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57100,32.0,Mid-Range
Bmw,5 Series,2015,Premium Unleaded (Required),241.0,4.0,Automatic,All Wheel Drive,4.0,Luxury,Large,Sedan,33,22,3916,52250,27.5,Mid-Range
Bmw,5 Series,2015,Diesel,255.0,6.0,Automatic,All Wheel Drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59400,31.5,Mid-Range
Bmw,5 Series,2015,Premium Unleaded (Required),443.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,64900,21.0,Premium
Bmw,5 Series,2015,Premium Unleaded (Required),241.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,34,23,3916,49950,28.5,Mid-Range
Bmw,5 Series,2015,Premium Unleaded (Required),302.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55600,25.5,Mid-Range
Bmw,5 Series,2016,Diesel,255.0,6.0,Automatic,Rear Wheel Drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57350,32.0,Mid-Range
Bmw,5 Series,2016,Premium Unleaded (Required),302.0,6.0,Automatic,All Wheel Drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,58150,24.5,Mid-Range
Bmw,5 Series,2016,Premium Unleaded (Required),302.0,6.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55850,25.5,Mid-Range
Bmw,5 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,All Wheel Drive,4.0,Luxury,Large,Sedan,34,22,3916,52500,28.0,Mid-Range
Bmw,5 Series,2016,Premium Unleaded (Required),240.0,4.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,34,23,3916,50200,28.5,Mid-Range
Bmw,5 Series,2016,Premium Unleaded (Required),443.0,8.0,Automatic,All Wheel Drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,68600,20.5,Premium
Bmw,5 Series,2016,Premium Unleaded (Required),443.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,66300,21.0,Premium
Bmw,5 Series,2016,Diesel,255.0,6.0,Automatic,All Wheel Drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59650,31.5,Mid-Range
Mercedes-Benz,500-Class,1991,Regular Unleaded,322.0,8.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Compact,Convertible,17,13,617,4155,15.0,Budget
Mercedes-Benz,500-Class,1992,Regular Unleaded,322.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,15,11,617,2427,13.0,Budget
Mercedes-Benz,500-Class,1992,Regular Unleaded,322.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,16,13,617,3245,14.5,Budget
Mercedes-Benz,500-Class,1992,Regular Unleaded,322.0,8.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Compact,Convertible,17,13,617,4701,15.0,Budget
Mercedes-Benz,500-Class,1993,Regular Unleaded,315.0,8.0,Automatic,Rear Wheel Drive,2.0,Luxury,Large,Coupe,16,12,617,3176,14.0,Budget
Mercedes-Benz,500-Class,1993,Regular Unleaded,315.0,8.0,Automatic,Rear Wheel Drive,4.0,"Luxury,Performance",Midsize,Sedan,18,14,617,3613,16.0,Budget
Mercedes-Benz,500-Class,1993,Regular Unleaded,315.0,8.0,Automatic,Rear Wheel Drive,2.0,"Luxury,Performance",Compact,Convertible,19,14,617,5140,16.5,Budget
Mercedes-Benz,500-Class,1993,Regular Unleaded,315.0,8.0,Automatic,Rear Wheel Drive,4.0,Luxury,Large,Sedan,16,12,617,2692,14.0,Budget
Fiat,500E,2015,Electric,239.0,0.0,Direct_Drive,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,108,122,819,31800,115.0,Mid-Range
Fiat,500E,2016,Electric,239.0,0.0,Direct_Drive,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,103,121,819,31800,112.0,Mid-Range
Fiat,500E,2017,Electric,239.0,0.0,Direct_Drive,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,103,121,819,31800,112.0,Mid-Range
Fiat,500,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26595,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,18700,35.5,Budget
Fiat,500,2015,Premium Unleaded (Recommended),135.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,34,28,819,19700,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,34,28,819,22800,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,34,28,819,24700,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2Dr Hatchback,34,28,819,22495,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,17495,35.5,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,34,28,819,20345,31.0,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,17700,35.5,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,20400,35.5,Budget
Fiat,500,2015,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,16845,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26695,31.0,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,21295,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,20395,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,17745,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2Dr Hatchback,34,28,819,22575,31.0,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,40,31,819,24495,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,16995,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,40,31,819,20395,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),135.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,34,28,819,19700,31.0,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,40,31,819,17900,35.5,Budget
Fiat,500,2016,Premium Unleaded (Recommended),101.0,4.0,Manual,Front Wheel Drive,2.0,Unknown,Compact,Convertible,40,31,819,21395,35.5,Budget
Fiat,500,2017,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2Dr Hatchback,33,28,819,19995,30.5,Budget
Fiat,500,2017,Premium Unleaded (Recommended),101.0,4.0,Automatic,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,33,27,819,19390,30.0,Budget
Fiat,500,2017,Premium Unleaded (Recommended),101.0,4.0,Automatic,Front Wheel Drive,2.0,Unknown,Compact,Convertible,33,27,819,17485,30.0,Budget
Fiat,500,2017,Premium Unleaded (Recommended),101.0,4.0,Automatic,Front Wheel Drive,2.0,Unknown,Compact,Convertible,33,27,819,20885,30.0,Budget
Fiat,500,2017,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,2.0,"Factory Tuner,Performance",Compact,Convertible,33,28,819,21490,30.5,Budget
Fiat,500,2017,Premium Unleaded (Recommended),101.0,4.0,Automatic,Front Wheel Drive,2.0,Hatchback,Compact,2Dr Hatchback,33,27,819,15990,30.0,Budget
Fiat,500L,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,19345,29.0,Budget
Fiat,500L,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,23095,29.0,Budget
Fiat,500L,2015,Premium Unleaded (Recommended),160.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,30,22,819,24695,26.0,Budget
Fiat,500L,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,21695,29.0,Budget
Fiat,500L,2015,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,20695,29.0,Budget
Fiat,500L,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,21880,29.0,Budget
Fiat,500L,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,23395,29.0,Budget
Fiat,500L,2016,Premium Unleaded (Recommended),160.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,30,22,819,24795,26.0,Budget
Fiat,500L,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,20795,29.0,Budget
Fiat,500L,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Unknown,Compact,Wagon,33,25,819,19495,29.0,Budget
Fiat,500L,2017,Premium Unleaded (Recommended),160.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,30,22,819,23695,26.0,Budget
Fiat,500L,2017,Premium Unleaded (Recommended),160.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,30,22,819,20995,26.0,Budget
Fiat,500L,2017,Premium Unleaded (Recommended),160.0,4.0,Automatic,Front Wheel Drive,4.0,Unknown,Compact,Wagon,30,22,819,22995,26.0,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,All Wheel Drive,4.0,Crossover,Compact,4Dr Suv,30,21,819,24635,25.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,Front Wheel Drive,4.0,Crossover,Compact,4Dr Suv,31,22,819,25135,26.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,All Wheel Drive,4.0,Crossover,Compact,4Dr Suv,30,21,819,29235,25.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,Front Wheel Drive,4.0,Crossover,Compact,4Dr Suv,31,22,819,23335,26.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,Front Wheel Drive,4.0,Crossover,Compact,4Dr Suv,31,22,819,22735,26.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,All Wheel Drive,4.0,Crossover,Compact,4Dr Suv,30,21,819,27035,25.5,Budget
Fiat,500X,2016,Premium Unleaded (Recommended),160.0,4.0,Manual,Front Wheel Drive,4.0,Crossover,Compact,4Dr Suv,34,25,819,20000,29.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,Front Wheel Drive,4.0,Crossover,Compact,4Dr Suv,31,22,819,27335,26.5,Budget
Fiat,500X,2016,Regular Unleaded,180.0,4.0,Automatic,All Wheel Drive,4.0,Crossover,Compact,4Dr Suv,30,21,819,25235,25.5,Budget
Fiat,500X,2017,Regular Unleaded,180.0,4.0,Automatic,All Wheel Drive,4.0,Crossover,Compact,4Dr Suv,29,21,819,27035,25.0,Budget
